,STATE,Year of Data,Total Revenue from Federal Sources
108151,26,17,113
108152,26,17,1578
108153,26,17,155
108154,26,17,204
108155,26,17,1126
108156,26,17,319
108157,26,17,231
108158,26,17,705
108159,26,17,819
108160,26,17,246
108161,26,17,2066
108162,26,17,310
108163,26,17,291
108164,26,17,623
108165,26,17,176
108166,26,17,5763
108167,26,17,490
108168,26,17,520
108169,26,17,3786
108170,26,17,2047
108171,26,17,237
108172,26,17,59
108173,26,17,1279
108174,26,17,828
108175,26,17,464
108176,26,17,502
108177,26,17,6098
108178,26,17,1997
108179,26,17,448
108180,26,17,2603
108181,26,17,919
108182,26,17,321
108183,26,17,579
108184,26,17,672
108185,26,17,1026
108186,26,17,679
108187,26,17,1271
108188,26,17,1182
108189,26,17,851
108190,26,17,91
108191,26,17,24921
108192,26,17,799
108193,26,17,665
108194,26,17,215
108195,26,17,686
108196,26,17,2797
108197,26,17,307
108198,26,17,197
108199,26,17,162
108200,26,17,550
108201,26,17,286
108202,26,17,1190
108203,26,17,342
108204,26,17,135
108205,26,17,563
108206,26,17,496
108207,26,17,436
108208,26,17,2104
108209,26,17,169
108210,26,17,256
108211,26,17,9628
108212,26,17,4932
108213,26,17,8714
108214,26,17,6306
108215,26,17,1482
108216,26,17,377
108217,26,17,472
108218,26,17,621
108219,26,17,111
108220,26,17,848
108221,26,17,3231
108222,26,17,3821
108223,26,17,2657
108224,26,17,1577
108225,26,17,1086
108226,26,17,1140
108227,26,17,245
108228,26,17,1686
108229,26,17,5625
108230,26,17,13681
108231,26,17,1631
108232,26,17,14408
108233,26,17,4376
108234,26,17,1656
108235,26,17,973
108236,26,17,1009
108237,26,17,6570
108238,26,17,5865
108239,26,17,4036
108240,26,17,5685
108241,26,17,10071
108242,26,17,1361
108243,26,17,3755
108244,26,17,3145
108245,26,17,692
108246,26,17,1869
108247,26,17,41246
108248,26,17,58937
108249,26,17,1709
108250,26,17,64
108251,26,17,142
108252,26,17,3054
108253,26,17,84
108254,26,17,53
108255,26,17,72
108256,26,17,438
108257,26,17,394
108258,26,17,679
108259,26,17,717
108260,26,17,602
108261,26,17,800
108262,26,17,167
108263,26,17,440
108264,26,17,305
108265,26,17,1020
108266,26,17,4770
108267,26,17,424
108268,26,17,990
108269,26,17,792
108270,26,17,231
108271,26,17,560
108272,26,17,260
108273,26,17,566
108274,26,17,711
108275,26,17,1776
108276,26,17,360
108277,26,17,711
108278,26,17,952
108279,26,17,608
108280,26,17,907
108281,26,17,276
108282,26,17,2184
108283,26,17,134
108284,26,17,294
108285,26,17,713
108286,26,17,92
108287,26,17,238
108288,26,17,4914
108289,26,17,1554
108290,26,17,1979
108291,26,17,458
108292,26,17,330
108293,26,17,1141
108294,26,17,1165
108295,26,17,938
108296,26,17,588
108297,26,17,318
108298,26,17,172
108299,26,17,611
108300,26,17,316
108301,26,17,2639
108302,26,17,127
108303,26,17,261
108304,26,17,3431
108305,26,17,1401
108306,26,17,1420
108307,26,17,2668
108308,26,17,450
108309,26,17,403
108310,26,17,1497
108311,26,17,1138
108312,26,17,1085
108313,26,17,2556
108314,26,17,335
108315,26,17,1359
108316,26,17,323
108317,26,17,1026
108318,26,17,190
108319,26,17,876
108320,26,17,2004
108321,26,17,564
108322,27,17,141
108323,27,17,509
108324,27,17,16
108325,27,17,25
108326,27,17,27
108327,27,17,24
108328,27,17,25
108329,27,17,33
108330,27,17,15
108331,27,17,21
108332,27,17,869
108333,27,17,760
108334,27,17,545
108335,27,17,10232
108336,27,17,1726
108337,27,17,2830
108338,27,17,1757
108339,27,17,19
108340,27,17,9
108341,27,17,52
108342,27,17,254
108343,27,17,32
108344,27,17,2943
108345,27,17,897
108346,27,17,74
108347,27,17,21
108348,27,17,2724
108349,27,17,973
108350,27,17,14
108351,27,17,530
108352,27,17,23
108353,27,17,123
108354,27,17,201
108355,27,17,269
108356,27,17,121
108357,27,17,45
108358,27,17,215
108359,27,17,34
108360,27,17,65
108361,27,17,0
108362,27,17,31
108363,27,17,131
108364,27,17,21
108365,27,17,78
108366,27,17,210
108367,27,17,236
108368,27,17,34
108369,27,17,204
108370,27,17,19
108371,27,17,253
108372,27,17,10
108373,27,17,12175
108374,27,17,751
108375,27,17,271
108376,27,17,4
108377,27,17,374
108378,27,17,19
108379,27,17,16
108380,27,17,199
108381,27,17,167
108382,27,17,5
108383,27,17,146
108384,27,17,115
108385,27,17,23
108386,27,17,32
108387,27,17,47
108388,27,17,6
108389,27,17,17
108390,27,17,0
108391,27,17,22
108392,27,17,1179
108393,27,17,78
108394,27,17,311
108395,27,17,92
108396,27,17,9
108397,27,17,44
108398,27,17,769
108399,27,17,19
108400,27,17,25
108401,27,17,26
108402,27,17,21
108403,27,17,412
108404,27,17,1353
108405,27,17,71
108406,27,17,168
108407,27,17,36
108408,27,17,21
108409,27,17,24
108410,27,17,7
108411,27,17,664
108412,27,17,52
108413,27,17,80
108414,27,17,21
108415,27,17,84
108416,27,17,14
108417,27,17,31
108418,27,17,47
108419,27,17,22
108420,27,17,94
108421,27,17,950
108422,27,17,5
108423,27,17,166
108424,27,17,53
108425,27,17,83
108426,27,17,1228
108427,27,17,42
108428,27,17,111
108429,27,17,140
108430,27,17,126
108431,27,17,98
108432,27,17,14
108433,27,17,373
108434,27,17,104
108435,27,17,459
108436,27,17,200
108437,27,17,1345
108438,27,17,661
108439,27,17,4135
108440,27,17,1692
108441,27,17,661
108442,27,17,262
108443,27,17,102
108444,27,17,35
108445,27,17,608
108446,27,17,213
108447,27,17,59
108448,27,17,52
108449,27,17,27
108450,27,17,21
108451,27,17,21
108452,27,17,318
108453,27,17,9
108454,27,17,70
108455,27,17,21
108456,27,17,69
108457,27,17,1824
108458,27,17,185
108459,27,17,2760
108460,27,17,1644
108461,27,17,273
108462,27,17,106
108463,27,17,296
108464,27,17,36
108465,27,17,162
108466,27,17,65
108467,27,17,1
108468,27,17,432
108469,27,17,78
108470,27,17,19
108471,27,17,10
108472,27,17,27
108473,27,17,6
108474,27,17,19
108475,27,17,26
108476,27,17,264
108477,27,17,13919
108478,27,17,3669
108479,27,17,781
108480,27,17,37
108481,27,17,18
108482,27,17,84
108483,27,17,99
108484,27,17,20
108485,27,17,194
108486,27,17,26
108487,27,17,192
108488,27,17,24
108489,27,17,30
108490,27,17,6066
108491,27,17,1055
108492,27,17,2699
108493,27,17,1366
108494,27,17,1744
108495,27,17,29
108496,27,17,18
108497,27,17,136
108498,27,17,101
108499,27,17,33
108500,27,17,50
108501,27,17,92
108502,27,17,110
108503,27,17,253
108504,27,17,114
108505,27,17,338
108506,27,17,31
108507,27,17,76
108508,27,17,19
108509,27,17,76
108510,27,17,77
108511,27,17,107
108512,27,17,75
108513,27,17,1963
108514,27,17,415
108515,27,17,1476
108516,27,17,731
108517,27,17,343
108518,27,17,60
108519,27,17,1918
108520,27,17,2918
108521,27,17,1253
108522,27,17,30
108523,27,17,59
108524,27,17,49
108525,27,17,945
108526,27,17,29
108527,27,17,1001
108528,27,17,57
108529,27,17,37
108530,27,17,5824
108531,27,17,807
108532,27,17,312
108533,27,17,67
108534,27,17,78
108535,27,17,24
108536,27,17,30
108537,27,17,57
108538,27,17,948
108539,27,17,47
108540,27,17,43
108541,27,17,33
108542,27,17,2067
108543,27,17,563
108544,27,17,127
108545,27,17,5
108546,27,17,75
108547,27,17,53
108548,27,17,49
108549,27,17,175
108550,27,17,63
108551,27,17,190
108552,27,17,5
108553,27,17,141
108554,27,17,197
108555,27,17,273
108556,27,17,356
108557,27,17,386
108558,27,17,326
108559,27,17,204
108560,27,17,193
108561,27,17,948
108562,27,17,255
108563,27,17,3214
108564,27,17,131
108565,27,17,316
108566,27,17,4394
108567,27,17,18
108568,27,17,27
108569,27,17,394
108570,27,17,36
108571,27,17,1106
108572,27,17,854
108573,27,17,493
108574,27,17,74
108575,27,17,123
108576,27,17,7
108577,27,17,21
108578,27,17,76
108579,27,17,36
108580,27,17,0
108581,27,17,104
108582,27,17,127
108583,27,17,583
108584,27,17,976
108585,27,17,103
108586,27,17,14
108587,27,17,494
108588,27,17,115
108589,27,17,57
108590,27,17,15
108591,27,17,526
108592,27,17,67
108593,27,17,55
108594,27,17,28
108595,27,17,339
108596,27,17,61
108597,27,17,186
108598,27,17,54
108599,27,17,861
108600,27,17,2562
108601,27,17,22
108602,27,17,25
108603,27,17,83
108604,27,17,29
108605,27,17,70
108606,27,17,34
108607,27,17,335
108608,27,17,34
108609,27,17,13
108610,27,17,32
108611,27,17,20
108612,27,17,16
108613,27,17,113
108614,27,17,889
108615,27,17,188
108616,27,17,310
108617,27,17,1194
108618,27,17,386
108619,27,17,410
108620,27,17,1603
108621,27,17,442
108622,27,17,179
108623,27,17,454
108624,27,17,770
108625,27,17,0
108626,27,17,25
108627,27,17,279
108628,27,17,12
108629,27,17,58
108630,27,17,20
108631,27,17,56
108632,27,17,11
108633,27,17,540
108634,27,17,258
108635,27,17,445
108636,27,17,69
108637,27,17,851
108638,27,17,511
108639,27,17,258
108640,27,17,130
108641,27,17,60
108642,27,17,68
108643,27,17,4840
108644,27,17,1834
108645,27,17,3983
108646,27,17,860
108647,27,17,245
108648,27,17,821
108649,27,17,27
108650,27,17,1745
108651,27,17,3892
108652,27,17,687
108653,27,17,104
108654,27,17,163
108655,27,17,27
108656,27,17,410
108657,27,17,218
108658,27,17,368
108659,27,17,16
108660,27,17,340
108661,27,17,267
108662,27,17,462
108663,27,17,142
108664,27,17,240
108665,27,17,120
108666,27,17,224
108667,27,17,29
108668,27,17,189
108669,27,17,81
108670,27,17,20
108671,27,17,4
108672,27,17,3603
108673,27,17,1197
108674,27,17,37
108675,27,17,22
108676,27,17,18
108677,27,17,79
108678,27,17,27
108679,27,17,246
108680,27,17,144
108681,27,17,206
108682,27,17,10
108683,27,17,49
108684,27,17,18
108685,27,17,71
108686,27,17,22
108687,27,17,399
108688,27,17,157
108689,27,17,20
108690,27,17,21
108691,27,17,6
108692,27,17,56
108693,27,17,19
108694,27,17,15
108695,27,17,41
108696,27,17,50
108697,27,17,198
108698,27,17,37
108699,27,17,277
108700,27,17,137
108701,27,17,109
108702,27,17,65
108703,27,17,1
108704,27,17,14
108705,27,17,224
108706,27,17,206
108707,27,17,126
108708,27,17,64
108709,27,17,31
108710,27,17,1022
108711,27,17,598
108712,27,17,81
108713,27,17,11
108714,27,17,107
108715,27,17,697
108716,27,17,27
108717,27,17,0
108718,27,17,9
108719,27,17,391
108720,27,17,41
108721,27,17,12
108722,27,17,97
108723,27,17,80
108724,27,17,119
108725,27,17,441
108726,27,17,135
108727,27,17,137
108728,27,17,67
108729,27,17,972
108730,27,17,43
108731,27,17,9939
108732,27,17,4936
108733,27,17,148
108734,27,17,3
108735,27,17,34
108736,27,17,856
108737,27,17,740
108738,27,17,93
108739,27,17,396
108740,27,17,91
108741,27,17,1259
108742,27,17,738
108743,27,17,251
108744,28,17,3841
108745,28,17,182
108746,28,17,202
108747,28,17,808
108748,28,17,594
108749,28,17,134
108750,28,17,251
108751,28,17,616
108752,28,17,211
108753,28,17,37
108754,28,17,187
108755,28,17,106
108756,28,17,403
108757,28,17,158
108758,28,17,255
108759,28,17,207
108760,28,17,1506
108761,28,17,124
108762,28,17,277
108763,28,17,408
108764,28,17,201
108765,28,17,179
108766,28,17,232
108767,28,17,746
108768,28,17,3968
108769,28,17,168
108770,28,17,312
108771,28,17,311
108772,28,17,1676
108773,28,17,298
108774,28,17,377
108775,28,17,287
108776,28,17,580
108777,28,17,139
108778,28,17,235
108779,28,17,206
108780,28,17,442
108781,28,17,2300
108782,28,17,239
108783,28,17,240
108784,28,17,429
108785,28,17,307
108786,28,17,163
108787,28,17,363
108788,28,17,191
108789,28,17,169
108790,28,17,368
108791,28,17,195
108792,28,17,909
108793,28,17,121
108794,28,17,538
108795,28,17,155
108796,28,17,737
108797,28,17,202
108798,28,17,129
108799,28,17,234
108800,28,17,2992
108801,28,17,353
108802,28,17,781
108803,28,17,281
108804,28,17,123
108805,28,17,96
108806,28,17,730
108807,28,17,212
108808,28,17,118
108809,28,17,177
108810,28,17,363
108811,28,17,3854
108812,28,17,1003
108813,28,17,245
108814,28,17,925
108815,28,17,574
108816,28,17,5334
108817,28,17,282
108818,28,17,232
108819,28,17,229
108820,28,17,123
108821,28,17,152
108822,28,17,264
108823,28,17,359
108824,28,17,1344
108825,28,17,5930
108826,28,17,226
108827,28,17,493
108828,28,17,1271
108829,28,17,336
108830,28,17,559
108831,28,17,832
108832,28,17,2592
108833,28,17,10639
108834,28,17,80998
108835,28,17,3550
108836,28,17,5402
108837,28,17,1121
108838,28,17,746
108839,28,17,329
108840,28,17,102
108841,28,17,74
108842,28,17,540
108843,28,17,305
108844,28,17,169
108845,28,17,143
108846,28,17,205
108847,28,17,325
108848,28,17,361
108849,28,17,297
108850,28,17,1724
108851,28,17,410
108852,28,17,247
108853,28,17,198
108854,28,17,107
108855,28,17,350
108856,28,17,285
108857,28,17,152
108858,28,17,116
108859,28,17,255
108860,28,17,188
108861,28,17,11869
108862,28,17,576
108863,28,17,543
108864,28,17,757
108865,28,17,174
108866,28,17,144
108867,28,17,329
108868,28,17,164
108869,28,17,394
108870,28,17,429
108871,28,17,92
108872,28,17,158
108873,28,17,744
108874,28,17,148
108875,28,17,370
108876,28,17,118
108877,28,17,385
108878,28,17,135
108879,28,17,496
108880,28,17,976
108881,28,17,260
108882,28,17,299
108883,28,17,174
108884,28,17,549
108885,28,17,202
108886,28,17,511
108887,28,17,108
108888,28,17,835
108889,28,17,179
108890,28,17,1191
108891,28,17,51
108892,28,17,540
108893,28,17,259
108894,28,17,277
108895,28,17,248
108896,28,17,3243
108897,28,17,4308
108898,28,17,161
108899,28,17,811
108900,28,17,37911
108901,28,17,320
108902,28,17,832
108903,28,17,323
108904,28,17,1519
108905,28,17,139
108906,28,17,291
108907,28,17,154
108908,28,17,3982
108909,28,17,233
108910,28,17,158
108911,28,17,120
108912,28,17,97
108913,28,17,35
108914,28,17,1289
108915,28,17,4300
108916,28,17,253
108917,28,17,186
108918,28,17,237
108919,28,17,623
108920,28,17,236
108921,28,17,459
108922,28,17,453
108923,28,17,274
108924,28,17,379
108925,28,17,617
108926,28,17,233
108927,28,17,529
108928,28,17,510
108929,28,17,1321
108930,28,17,254
108931,28,17,384
108932,28,17,193
108933,28,17,381
108934,28,17,200
108935,28,17,209
108936,28,17,832
108937,28,17,156
108938,28,17,371
108939,28,17,185
108940,28,17,360
108941,28,17,289
108942,28,17,2833
108943,28,17,183
108944,28,17,804
108945,28,17,2581
108946,28,17,162
108947,28,17,285
108948,28,17,231
108949,28,17,279
108950,28,17,216
108951,28,17,1215
108952,28,17,816
108953,28,17,262
108954,28,17,167
108955,28,17,3004
108956,28,17,226
108957,28,17,181
108958,28,17,358
108959,28,17,9553
108960,28,17,1034
108961,28,17,5959
108962,28,17,696
108963,28,17,556
108964,28,17,459
108965,28,17,99
108966,28,17,998
108967,28,17,237
108968,28,17,1544
108969,28,17,781
108970,28,17,522
108971,28,17,413
108972,28,17,3727
108973,28,17,4106
108974,28,17,270
108975,28,17,829
108976,28,17,455
108977,28,17,598
108978,28,17,152
108979,28,17,893
108980,28,17,142
108981,28,17,228
108982,28,17,53
108983,28,17,316
108984,28,17,249
108985,28,17,140
108986,28,17,366
108987,28,17,106
108988,28,17,8378
108989,28,17,317
108990,28,17,3548
108991,28,17,7238
108992,28,17,96
108993,28,17,420
108994,28,17,424
108995,28,17,1245
108996,28,17,361
108997,28,17,553
108998,28,17,137
108999,28,17,425
109000,28,17,256
109001,28,17,281
109002,28,17,92
109003,28,17,262
109004,28,17,1117
109005,28,17,284
109006,29,17,4390
109007,29,17,309987
109008,29,17,4156
109009,29,17,7397
109010,29,17,181
109011,29,17,343
109012,29,17,3700
109013,29,17,624
109014,29,17,605
109015,29,17,10564
109016,29,17,748
109017,29,17,8323
109018,29,17,8203
109019,29,17,1075
109020,29,17,374
109021,29,17,64866
109022,29,17,932
109023,30,17,0
109024,30,17,5256
109025,30,17,2838
109026,30,17,21395
109027,30,17,13017
109028,30,17,2288
109029,30,17,2335
109030,30,17,3958
109031,30,17,6047
109032,30,17,4427
109033,30,17,485
109034,30,17,658
109035,30,17,1006
109036,30,17,606
109037,30,17,292
109038,30,17,715
109039,30,17,1672
109040,30,17,3
109041,30,17,57
109042,30,17,249
109043,30,17,15
109044,30,17,2103
109045,30,17,0
109046,30,17,75
109047,30,17,43
109048,30,17,232
109049,30,17,304
109050,30,17,337
109051,30,17,503
109052,30,17,2379
109053,30,17,228
109054,30,17,17
109055,30,17,199
109056,30,17,901
109057,30,17,1175
109058,30,17,3544
109059,30,17,181
109060,30,17,47
109061,30,17,34
109062,30,17,45
109063,30,17,123
109064,30,17,807
109065,30,17,0
109066,30,17,1703
109067,30,17,2246
109068,30,17,0
109069,30,17,364
109070,30,17,4
109071,30,17,3
109072,30,17,24
109073,30,17,517
109074,30,17,520
109075,30,17,87
109076,30,17,84
109077,30,17,273
109078,30,17,149
109079,30,17,5
109080,30,17,1554
109081,30,17,178
109082,30,17,198
109083,30,17,77
109084,30,17,36
109085,30,17,233
109086,30,17,277
109087,30,17,314
109088,30,17,842
109089,30,17,101
109090,30,17,30
109091,30,17,1393
109092,30,17,444
109093,30,17,1040
109094,30,17,124
109095,30,17,162
109096,30,17,75
109097,30,17,415
109098,30,17,334
109099,30,17,221
109100,30,17,165
109101,30,17,118
109102,30,17,688
109103,30,17,507
109104,30,17,216
109105,30,17,465
109106,30,17,931
109107,30,17,1874
109108,30,17,100
109109,30,17,33
109110,30,17,164
109111,30,17,667
109112,30,17,2399
109113,30,17,248
109114,30,17,1469
109115,30,17,1434
109116,30,17,245
109117,30,17,2400
109118,30,17,682
109119,30,17,1723
109120,30,17,1598
109121,30,17,109
109122,30,17,202
109123,30,17,1033
109124,30,17,274
109125,30,17,0
109126,30,17,49
109127,30,17,519
109128,30,17,2161
109129,30,17,870
109130,30,17,439
109131,30,17,575
109132,30,17,145
109133,30,17,798
109134,30,17,161
109135,30,17,7821
109136,30,17,185
109137,30,17,388
109138,30,17,218
109139,30,17,71
109140,30,17,867
109141,30,17,580
109142,30,17,1196
109143,30,17,908
109144,30,17,184
109145,30,17,2054
109146,30,17,1545
109147,30,17,426
109148,30,17,73
109149,30,17,236
109150,30,17,412
109151,30,17,458
109152,30,17,2930
109153,30,17,30
109154,30,17,748
109155,30,17,207
109156,30,17,356
109157,30,17,84
109158,30,17,477
109159,30,17,739
109160,30,17,134
109161,30,17,32
109162,30,17,2104
109163,30,17,25
109164,30,17,17
109165,30,17,36
109166,30,17,951
109167,30,17,250
109168,30,17,156
109169,30,17,109
109170,30,17,1277
109171,30,17,107
109172,30,17,2818
109173,30,17,841
109174,30,17,38
109175,30,17,94
109176,30,17,1075
109177,30,17,840
109178,30,17,796
109179,30,17,1130
109180,30,17,2402
109181,30,17,916
109182,30,17,1478
109183,30,17,64
109184,30,17,559
109185,30,17,1007
109186,30,17,78
109187,30,17,94
109188,30,17,2971
109189,30,17,85
109190,30,17,14
109191,30,17,263
109192,30,17,84
109193,30,17,1852
109194,30,17,156
109195,30,17,264
109196,30,17,194
109197,30,17,55
109198,30,17,31
109199,31,17,49365
109200,31,17,43572
109201,31,17,77505
109202,31,17,1526
109203,31,17,572
109204,31,17,7381
109205,31,17,1115
109206,31,17,115
109207,31,17,2040
109208,31,17,580
109209,31,17,3779
109210,31,17,655
109211,31,17,260
109212,31,17,502
109213,31,17,4588
109214,31,17,1233
109215,31,17,2019
109216,31,17,6117
109217,31,17,59
109218,31,17,521
109219,31,17,948
109220,31,17,2581
109221,31,17,1058
109222,31,17,0
109223,31,17,1556
109224,31,17,1154
109225,31,17,4922
109226,31,17,1070
109227,31,17,85
109228,31,17,559
109229,31,17,470
109230,31,17,295
109231,31,17,1156
109232,31,17,555
109233,31,17,29
109234,31,17,709
109235,31,17,1684
109236,31,17,279
109237,31,17,246
109238,31,17,57
109239,31,17,1044
109240,31,17,3736
109241,31,17,556
109242,31,17,14524
109243,31,17,10094
109244,31,17,3239
109245,31,17,14385
109246,31,17,11302
109247,31,17,18911
109248,31,17,14812
109249,31,17,1823
109250,31,17,3095
109251,31,17,11904
109252,31,17,7373
109253,31,17,7826
109254,31,17,2835
109255,31,17,5786
109256,31,17,301
109257,31,17,4373
109258,31,17,3781
109259,31,17,2835
109260,31,17,1176
109261,31,17,216
109262,31,17,15589
109263,31,17,2320
109264,31,17,874
109265,31,17,6129
109266,31,17,1103
109267,31,17,175
109268,31,17,650
109269,31,17,1305
109270,31,17,327
109271,31,17,81
109272,31,17,2468
109273,31,17,1052
109274,31,17,393
109275,31,17,3047
109276,31,17,266
109277,31,17,479
109278,31,17,157
109279,31,17,984
109280,31,17,1924
109281,31,17,623
109282,31,17,561
109283,31,17,404
109284,31,17,166
109285,31,17,1992
109286,31,17,1554
109287,31,17,2178
109288,31,17,387
109289,31,17,557
109290,31,17,167
109291,31,17,788
109292,31,17,89
109293,31,17,542
109294,31,17,147
109295,31,17,828
109296,31,17,756
109297,31,17,2755
109298,31,17,1355
109299,31,17,1207
109300,31,17,486
109301,31,17,496
109302,31,17,369
109303,31,17,296
109304,31,17,1059
109305,31,17,905
109306,31,17,887
109307,31,17,115
109308,31,17,200
109309,31,17,470
109310,31,17,147
109311,31,17,234
109312,31,17,1601
109313,31,17,2124
109314,31,17,506
109315,31,17,477
109316,31,17,481
109317,31,17,975
109318,31,17,1150
109319,31,17,1654
109320,31,17,1295
109321,31,17,541
109322,31,17,321
109323,31,17,274
109324,31,17,781
109325,31,17,813
109326,31,17,98
109327,31,17,156
109328,31,17,2737
109329,31,17,1163
109330,31,17,353
109331,31,17,432
109332,31,17,715
109333,31,17,1260
109334,31,17,189
109335,31,17,526
109336,31,17,569
109337,31,17,5224
109338,31,17,443
109339,31,17,4865
109340,31,17,293
109341,31,17,269
109342,31,17,95
109343,31,17,190
109344,31,17,1011
109345,31,17,340
109346,31,17,1639
109347,31,17,426
109348,31,17,944
109349,31,17,1953
109350,31,17,1282
109351,31,17,328
109352,31,17,832
109353,31,17,202
109354,31,17,1965
109355,31,17,994
109356,31,17,137
109357,31,17,1522
109358,31,17,1855
109359,31,17,1960
109360,31,17,954
109361,31,17,11118
109362,31,17,804
109363,31,17,7812
109364,31,17,962
109365,31,17,1416
109366,31,17,131
109367,31,17,315
109368,31,17,440
109369,31,17,150
109370,31,17,329
109371,31,17,0
109372,31,17,555
109373,31,17,4289
109374,31,17,98
109375,31,17,2150
109376,31,17,2148
109377,31,17,3183
109378,31,17,1347
109379,31,17,2053
109380,31,17,821
109381,31,17,418
109382,31,17,1500
109383,31,17,408
109384,31,17,524
109385,31,17,1980
109386,31,17,346
109387,31,17,720
109388,31,17,1647
109389,31,17,132
109390,31,17,4736
109391,31,17,973
109392,31,17,820
109393,31,17,457
109394,31,17,150
109395,31,17,572
109396,31,17,4872
109397,31,17,379
109398,31,17,356
109399,31,17,365
109400,31,17,383
109401,31,17,6413
109402,31,17,1823
109403,31,17,750
109404,31,17,408
109405,31,17,644
109406,31,17,1335
109407,31,17,695
109408,31,17,5010
109409,31,17,732
109410,31,17,30058
109411,31,17,312
109412,31,17,514
109413,31,17,5460
109414,31,17,671
109415,31,17,2888
109416,31,17,37
109417,31,17,466
109418,31,17,1937
109419,31,17,2213
109420,31,17,12
109421,31,17,817
109422,31,17,94
109423,31,17,233
109424,31,17,459
109425,31,17,1336
109426,31,17,1708
109427,31,17,1165
109428,31,17,2665
109429,31,17,425
109430,31,17,1195
109431,31,17,378
109432,31,17,209
109433,31,17,1286
109434,31,17,81
109435,31,17,378
109436,31,17,654
109437,31,17,398
109438,31,17,94
109439,31,17,1591
109440,31,17,7166
109441,31,17,13420
109442,31,17,12267
109443,31,17,853
109444,31,17,4162
109445,31,17,1133
109446,31,17,170
109447,31,17,536
109448,31,17,50
109449,31,17,457
109450,31,17,1596
109451,31,17,1315
109452,31,17,210
109453,31,17,1595
109454,31,17,156
109455,31,17,3395
109456,31,17,637
109457,31,17,5157
109458,31,17,1308
109459,31,17,370
109460,31,17,4446
109461,31,17,2303
109462,31,17,3095
109463,31,17,406
109464,31,17,323
109465,31,17,1115
109466,31,17,2570
109467,31,17,451
109468,31,17,521
109469,31,17,441
109470,31,17,781
109471,31,17,3964
109472,31,17,180
109473,31,17,2492
109474,31,17,790
109475,31,17,95
109476,31,17,666
109477,31,17,3900
109478,31,17,70
109479,31,17,1727
109480,31,17,220
109481,31,17,124
109482,31,17,0
109483,31,17,939
109484,31,17,1214
109485,31,17,2460
109486,31,17,901
109487,31,17,864
109488,31,17,407
109489,31,17,1504
109490,31,17,2841
109491,31,17,1199
109492,31,17,8749
109493,31,17,1098
109494,31,17,4634
109495,31,17,218
109496,31,17,157
109497,31,17,75
109498,31,17,34
109499,31,17,200
109500,31,17,521
109501,31,17,173
109502,31,17,207
109503,31,17,1494
109504,31,17,132
109505,31,17,82
109506,31,17,125
109507,31,17,158
109508,31,17,248
109509,31,17,890
109510,31,17,172
109511,31,17,50
109512,31,17,229
109513,31,17,63
109514,31,17,706
109515,31,17,622
109516,31,17,170
109517,31,17,199
109518,31,17,369
109519,31,17,253
109520,31,17,560
109521,31,17,3461
109522,31,17,2919
109523,31,17,8065
109524,31,17,1244
109525,31,17,2371
109526,31,17,1879
109527,31,17,802
109528,31,17,2836
109529,31,17,4156
109530,31,17,230
109531,31,17,907
109532,31,17,3991
109533,31,17,1274
109534,31,17,682
109535,31,17,4671
109536,31,17,933
109537,31,17,1334
109538,31,17,437
109539,31,17,1971
109540,31,17,4616
109541,31,17,4225
109542,31,17,3929
109543,31,17,3436
109544,31,17,1861
109545,31,17,2253
109546,31,17,749
109547,31,17,8779
109548,31,17,2588
109549,31,17,15260
109550,31,17,903
109551,31,17,973
109552,31,17,153
109553,31,17,80
109554,31,17,874
109555,31,17,458
109556,31,17,211
109557,31,17,69
109558,31,17,1108
109559,31,17,236
109560,31,17,95
109561,31,17,4239
109562,31,17,1656
109563,31,17,3861
109564,31,17,251
109565,31,17,1038
109566,31,17,2828
109567,31,17,3228
109568,31,17,1161
109569,31,17,264
109570,31,17,2051
109571,31,17,560
109572,31,17,1579
109573,31,17,2129
109574,31,17,4309
109575,31,17,514
109576,31,17,106
109577,31,17,418
109578,31,17,4188
109579,31,17,2433
109580,31,17,246
109581,31,17,1398
109582,31,17,2349
109583,31,17,61
109584,31,17,368
109585,31,17,230
109586,31,17,64
109587,31,17,149
109588,31,17,1095
109589,31,17,97
109590,31,17,166
109591,31,17,653
109592,31,17,635
109593,31,17,1556
109594,31,17,300
109595,31,17,12
109596,31,17,485
109597,31,17,232
109598,31,17,140
109599,31,17,5297
109600,31,17,7971
109601,31,17,731
109602,31,17,949
109603,31,17,132
109604,31,17,605
109605,31,17,555
109606,31,17,512
109607,31,17,4295
109608,31,17,385
109609,31,17,258
109610,31,17,330
109611,31,17,371
109612,31,17,153
109613,31,17,1233
109614,31,17,566
109615,31,17,486
109616,31,17,779
109617,31,17,101
109618,31,17,148
109619,31,17,256
109620,31,17,926
109621,31,17,1007
109622,31,17,211
109623,31,17,3857
109624,31,17,216
109625,31,17,1779
109626,31,17,302
109627,31,17,253
109628,31,17,3049
109629,31,17,247
109630,31,17,579
109631,31,17,1508
109632,31,17,156
109633,31,17,408
109634,31,17,1340
109635,31,17,1380
109636,31,17,712
109637,31,17,747
109638,31,17,620
109639,31,17,1062
109640,31,17,577
109641,31,17,76
109642,31,17,30
109643,31,17,1945
109644,31,17,5980
109645,31,17,1445
109646,31,17,98
109647,31,17,65
109648,31,17,4406
109649,31,17,2360
109650,31,17,1146
109651,31,17,33769
109652,31,17,94
109653,31,17,1402
109654,31,17,155
109655,31,17,2209
109656,31,17,560
109657,31,17,184
