,STATE,Year of Data,Total Revenue from Federal Sources
35906,27,13,924
35907,27,13,385
35908,27,13,98
35909,27,13,266
35910,27,13,32
35911,27,13,105
35912,27,13,68
35913,27,13,11
35914,27,13,462
35915,27,13,81
35916,27,13,8
35917,27,13,15
35918,27,13,0
35919,27,13,18
35920,27,13,17
35921,27,13,18
35922,27,13,232
35923,27,13,10986
35924,27,13,2537
35925,27,13,864
35926,27,13,61
35927,27,13,21
35928,27,13,71
35929,27,13,82
35930,27,13,32
35931,27,13,134
35932,27,13,14
35933,27,13,190
35934,27,13,23
35935,27,13,45
35936,27,13,4997
35937,27,13,522
35938,27,13,2671
35939,27,13,845
35940,27,13,1813
35941,27,13,42
35942,27,13,16
35943,27,13,125
35944,27,13,72
35945,27,13,41
35946,27,13,37
35947,27,13,95
35948,27,13,128
35949,27,13,255
35950,27,13,115
35951,27,13,267
35952,27,13,42
35953,27,13,78
35954,27,13,14
35955,27,13,66
35956,27,13,101
35957,27,13,76
35958,27,13,78
35959,27,13,1538
35960,27,13,726
35961,27,13,1797
35962,27,13,724
35963,27,13,636
35964,27,13,30
35965,27,13,1831
35966,27,13,3981
35967,27,13,1493
35968,27,13,17
35969,27,13,24
35970,27,13,45
35971,27,13,795
35972,27,13,36
35973,27,13,932
35974,27,13,62
35975,27,13,52
35976,27,13,6074
35977,27,13,556
35978,27,13,293
35979,27,13,2
35980,27,13,48
35981,27,13,131
35982,27,13,20
35983,27,13,35
35984,27,13,64
35985,27,13,957
35986,27,13,33
35987,27,13,63
35988,27,13,30
35989,27,13,2068
35990,27,13,575
35991,27,13,88
35992,27,13,34
35993,27,13,87
35994,27,13,53
35995,27,13,27
35996,27,13,158
35997,27,13,80
35998,27,13,178
35999,27,13,15
36000,27,13,112
36001,27,13,0
36002,27,13,197
36003,27,13,26
36004,27,13,371
36005,27,13,318
36006,27,13,220
36007,27,13,303
36008,27,13,199
36009,27,13,147
36010,27,13,943
36011,27,13,416
36012,27,13,3121
36013,27,13,76
36014,27,13,143
36015,27,13,4914
36016,27,13,20
36017,27,13,35
36018,27,13,320
36019,27,13,31
36020,27,13,785
36021,27,13,899
36022,27,13,524
36023,27,13,25
36024,27,13,150
36025,27,13,26
36026,27,13,19
36027,27,13,139
36028,27,13,40
36029,27,13,12
36030,27,13,462
36031,27,13,501
36032,27,13,501
36033,27,13,867
36034,27,13,115
36035,27,13,13
36036,27,13,476
36037,27,13,151
36038,27,13,167
36039,27,13,79
36040,27,13,33
36041,27,13,509
36042,27,13,67
36043,27,13,21
36044,27,13,43
36045,27,13,351
36046,27,13,11
36047,27,13,193
36048,27,13,47
36049,27,13,1006
36050,27,13,2096
36051,27,13,36
36052,27,13,18
36053,27,13,111
36054,27,13,22
36055,27,13,95
36056,27,13,41
36057,27,13,365
36058,27,13,34
36059,27,13,7
36060,27,13,31
36061,27,13,37
36062,27,13,19
36063,27,13,105
36064,27,13,1132
36065,27,13,186
36066,27,13,556
36067,27,13,1316
36068,27,13,473
36069,27,13,188
36070,27,13,1114
36071,27,13,320
36072,27,13,223
36073,27,13,361
36074,27,13,1199
36075,27,13,1
36076,27,13,25
36077,27,13,197
36078,27,13,18
36079,27,13,42
36080,27,13,19
36081,27,13,48
36082,27,13,19
36083,27,13,473
36084,27,13,168
36085,27,13,313
36086,27,13,124
36087,27,13,1251
36088,27,13,266
36089,27,13,398
36090,27,13,212
36091,27,13,54
36092,27,13,66
36093,27,13,4855
36094,27,13,1997
36095,27,13,3763
36096,27,13,635
36097,27,13,234
36098,27,13,1058
36099,27,13,0
36100,27,13,2389
36101,27,13,4799
36102,27,13,691
36103,27,13,94
36104,27,13,176
36105,27,13,48
36106,27,13,108
36107,27,13,574
36108,27,13,21
36109,27,13,212
36110,27,13,388
36111,27,13,240
36112,27,13,10
36113,27,13,309
36114,27,13,257
36115,27,13,517
36116,27,13,80
36117,27,13,275
36118,27,13,196
36119,27,13,169
36120,27,13,36
36121,27,13,190
36122,27,13,90
36123,27,13,12
36124,27,13,1
36125,27,13,2982
36126,27,13,1542
36127,27,13,26
36128,27,13,33
36129,27,13,25
36130,27,13,83
36131,27,13,23
36132,27,13,174
36133,27,13,32
36134,27,13,134
36135,27,13,4
36136,27,13,55
36137,27,13,16
36138,27,13,52
36139,27,13,18
36140,27,13,486
36141,27,13,118
36142,27,13,22
36143,27,13,19
36144,27,13,20
36145,27,13,98
36146,27,13,23
36147,27,13,12
36148,27,13,28
36149,27,13,83
36150,27,13,201
36151,27,13,22
36152,27,13,277
36153,27,13,104
36154,27,13,78
36155,27,13,60
36156,27,13,19
36157,27,13,1
36158,27,13,217
36159,27,13,128
36160,27,13,113
36161,27,13,52
36162,27,13,27
36163,27,13,1000
36164,27,13,643
36165,27,13,98
36166,27,13,7
36167,27,13,232
36168,27,13,713
36169,27,13,32
36170,27,13,36
36171,27,13,25
36172,27,13,432
36173,27,13,26
36174,27,13,9
36175,27,13,78
36176,27,13,75
36177,27,13,108
36178,27,13,213
36179,27,13,123
36180,27,13,114
36181,27,13,65
36182,27,13,904
36183,27,13,44
36184,27,13,10538
36185,27,13,3968
36186,27,13,153
36187,27,13,3
36188,27,13,32
36189,27,13,852
36190,27,13,649
36191,27,13,23
36192,27,13,360
36193,27,13,23
36194,27,13,1144
36195,27,13,755
36196,27,13,201
36197,28,13,3806
36198,28,13,148
36199,28,13,225
36200,28,13,1155
36201,28,13,443
36202,28,13,131
36203,28,13,279
36204,28,13,533
36205,28,13,762
36206,28,13,45
36207,28,13,213
36208,28,13,113
36209,28,13,654
36210,28,13,116
36211,28,13,105
36212,28,13,311
36213,28,13,2048
36214,28,13,100
36215,28,13,250
36216,28,13,539
36217,28,13,325
36218,28,13,216
36219,28,13,221
36220,28,13,840
36221,28,13,4114
36222,28,13,171
36223,28,13,364
36224,28,13,202
36225,28,13,2384
36226,28,13,271
36227,28,13,320
36228,28,13,362
36229,28,13,592
36230,28,13,240
36231,28,13,246
36232,28,13,235
36233,28,13,345
36234,28,13,2729
36235,28,13,317
36236,28,13,128
36237,28,13,196
36238,28,13,309
36239,28,13,209
36240,28,13,156
36241,28,13,276
36242,28,13,235
36243,28,13,193
36244,28,13,504
36245,28,13,267
36246,28,13,852
36247,28,13,178
36248,28,13,524
36249,28,13,395
36250,28,13,1350
36251,28,13,171
36252,28,13,89
36253,28,13,238
36254,28,13,2110
36255,28,13,298
36256,28,13,727
36257,28,13,145
36258,28,13,150
36259,28,13,87
36260,28,13,744
36261,28,13,156
36262,28,13,180
36263,28,13,104
36264,28,13,375
36265,28,13,5044
36266,28,13,699
36267,28,13,1149
36268,28,13,923
36269,28,13,691
36270,28,13,4829
36271,28,13,299
36272,28,13,235
36273,28,13,389
36274,28,13,129
36275,28,13,195
36276,28,13,336
36277,28,13,192
36278,28,13,450
36279,28,13,549
36280,28,13,4050
36281,28,13,352
36282,28,13,504
36283,28,13,1201
36284,28,13,516
36285,28,13,398
36286,28,13,621
36287,28,13,1987
36288,28,13,6927
36289,28,13,97243
36290,28,13,3366
36291,28,13,3802
36292,28,13,1691
36293,28,13,1491
36294,28,13,365
36295,28,13,196
36296,28,13,93
36297,28,13,285
36298,28,13,222
36299,28,13,191
36300,28,13,157
36301,28,13,136
36302,28,13,249
36303,28,13,319
36304,28,13,793
36305,28,13,1912
36306,28,13,521
36307,28,13,198
36308,28,13,146
36309,28,13,160
36310,28,13,353
36311,28,13,287
36312,28,13,224
36313,28,13,97
36314,28,13,168
36315,28,13,252
36316,28,13,213
36317,28,13,303
36318,28,13,12261
36319,28,13,778
36320,28,13,290
36321,28,13,1054
36322,28,13,140
36323,28,13,165
36324,28,13,390
36325,28,13,180
36326,28,13,407
36327,28,13,518
36328,28,13,135
36329,28,13,161
36330,28,13,830
36331,28,13,213
36332,28,13,442
36333,28,13,150
36334,28,13,582
36335,28,13,150
36336,28,13,476
36337,28,13,991
36338,28,13,160
36339,28,13,315
36340,28,13,177
36341,28,13,567
36342,28,13,228
36343,28,13,527
36344,28,13,174
36345,28,13,1349
36346,28,13,155
36347,28,13,1888
36348,28,13,193
36349,28,13,500
36350,28,13,210
36351,28,13,379
36352,28,13,391
36353,28,13,1039
36354,28,13,3848
36355,28,13,205
36356,28,13,762
36357,28,13,41230
36358,28,13,194
36359,28,13,1254
36360,28,13,207
36361,28,13,74
36362,28,13,162
36363,28,13,274
36364,28,13,182
36365,28,13,4418
36366,28,13,223
36367,28,13,90
36368,28,13,1159
36369,28,13,85
36370,28,13,52
36371,28,13,3071
36372,28,13,3434
36373,28,13,273
36374,28,13,174
36375,28,13,243
36376,28,13,717
36377,28,13,191
36378,28,13,411
36379,28,13,658
36380,28,13,322
36381,28,13,369
36382,28,13,629
36383,28,13,201
36384,28,13,457
36385,28,13,669
36386,28,13,1075
36387,28,13,311
36388,28,13,412
36389,28,13,343
36390,28,13,285
36391,28,13,450
36392,28,13,210
36393,28,13,786
36394,28,13,222
36395,28,13,429
36396,28,13,156
36397,28,13,377
36398,28,13,241
36399,28,13,2503
36400,28,13,125
36401,28,13,537
36402,28,13,2876
36403,28,13,240
36404,28,13,300
36405,28,13,240
36406,28,13,320
36407,28,13,326
36408,28,13,1462
36409,28,13,928
36410,28,13,402
36411,28,13,172
36412,28,13,2639
36413,28,13,177
36414,28,13,250
36415,28,13,642
36416,28,13,21226
36417,28,13,952
36418,28,13,6172
36419,28,13,661
36420,28,13,640
36421,28,13,386
36422,28,13,238
36423,28,13,997
36424,28,13,287
36425,28,13,2234
36426,28,13,1351
36427,28,13,590
36428,28,13,371
36429,28,13,3759
36430,28,13,1353
36431,28,13,486
36432,28,13,690
36433,28,13,474
36434,28,13,642
36435,28,13,166
36436,28,13,996
36437,28,13,157
36438,28,13,336
36439,28,13,105
36440,28,13,380
36441,28,13,151
36442,28,13,117
36443,28,13,431
36444,28,13,88
36445,28,13,4557
36446,28,13,271
36447,28,13,3651
36448,28,13,4964
36449,28,13,159
36450,28,13,468
36451,28,13,378
36452,28,13,1326
36453,28,13,164
36454,28,13,518
36455,28,13,179
36456,28,13,622
36457,28,13,349
36458,28,13,262
36459,28,13,114
36460,28,13,258
36461,28,13,1153
36462,28,13,259
36463,29,13,3918
36464,29,13,281548
36465,29,13,5825
36466,29,13,6350
36467,29,13,268
36468,29,13,343
36469,29,13,2743
36470,29,13,943
36471,29,13,1074
36472,29,13,9598
36473,29,13,1126
36474,29,13,7068
36475,29,13,7807
36476,29,13,860
36477,29,13,408
36478,29,13,60924
36479,29,13,1206
36480,30,13,0
36481,30,13,4066
36482,30,13,2215
36483,30,13,22066
36484,30,13,13371
36485,30,13,622
36486,30,13,2338
36487,30,13,3991
36488,30,13,5154
36489,30,13,1823
36490,30,13,465
36491,30,13,398
36492,30,13,1209
36493,30,13,646
36494,30,13,243
36495,30,13,706
36496,30,13,1553
36497,30,13,3
36498,30,13,45
36499,30,13,292
36500,30,13,24
36501,30,13,2113
36502,30,13,1
36503,30,13,37
36504,30,13,61
36505,30,13,218
36506,30,13,232
36507,30,13,404
36508,30,13,474
36509,30,13,2292
36510,30,13,275
36511,30,13,243
36512,30,13,1006
36513,30,13,1644
36514,30,13,3311
36515,30,13,168
36516,30,13,58
36517,30,13,50
36518,30,13,56
36519,30,13,150
36520,30,13,1267
36521,30,13,0
36522,30,13,2055
36523,30,13,2089
36524,30,13,0
36525,30,13,527
36526,30,13,1
36527,30,13,4
36528,30,13,46
36529,30,13,423
36530,30,13,553
36531,30,13,122
36532,30,13,98
36533,30,13,242
36534,30,13,225
36535,30,13,7
36536,30,13,1483
36537,30,13,130
36538,30,13,174
36539,30,13,90
36540,30,13,40
36541,30,13,295
36542,30,13,167
36543,30,13,199
36544,30,13,814
36545,30,13,98
36546,30,13,35
36547,30,13,1329
36548,30,13,510
36549,30,13,1541
36550,30,13,98
36551,30,13,69
36552,30,13,73
36553,30,13,526
36554,30,13,118
36555,30,13,160
36556,30,13,222
36557,30,13,68
36558,30,13,443
36559,30,13,366
36560,30,13,250
36561,30,13,463
36562,30,13,1025
36563,30,13,1805
36564,30,13,94
36565,30,13,43
36566,30,13,269
36567,30,13,566
36568,30,13,2216
36569,30,13,313
36570,30,13,1001
36571,30,13,1727
36572,30,13,274
36573,30,13,2497
36574,30,13,729
36575,30,13,1835
36576,30,13,1820
36577,30,13,166
36578,30,13,133
36579,30,13,1030
36580,30,13,279
36581,30,13,0
36582,30,13,68
36583,30,13,365
36584,30,13,1938
36585,30,13,1043
36586,30,13,580
36587,30,13,470
36588,30,13,179
36589,30,13,433
36590,30,13,124
36591,30,13,6943
36592,30,13,87
36593,30,13,247
36594,30,13,167
36595,30,13,31
36596,30,13,848
36597,30,13,514
36598,30,13,982
36599,30,13,1645
36600,30,13,235
36601,30,13,2098
36602,30,13,1230
36603,30,13,393
36604,30,13,100
36605,30,13,292
36606,30,13,338
36607,30,13,411
36608,30,13,3327
36609,30,13,30
36610,30,13,738
36611,30,13,225
36612,30,13,399
36613,30,13,123
36614,30,13,625
36615,30,13,836
36616,30,13,118
36617,30,13,13
36618,30,13,1984
36619,30,13,22
36620,30,13,16
36621,30,13,32
36622,30,13,880
36623,30,13,222
36624,30,13,276
36625,30,13,113
36626,30,13,1570
36627,30,13,180
36628,30,13,3069
36629,30,13,859
36630,30,13,10
36631,30,13,173
36632,30,13,951
36633,30,13,762
36634,30,13,759
36635,30,13,967
36636,30,13,2337
36637,30,13,759
36638,30,13,1952
36639,30,13,34
36640,30,13,1542
36641,30,13,1080
36642,30,13,90
36643,30,13,144
36644,30,13,2907
36645,30,13,52
36646,30,13,34
36647,30,13,269
36648,30,13,64
36649,30,13,1647
36650,30,13,157
36651,30,13,359
36652,30,13,71
36653,30,13,87
36654,31,13,45710
36655,31,13,47883
36656,31,13,79969
36657,31,13,888
36658,31,13,419
36659,31,13,6902
36660,31,13,2797
36661,31,13,100
36662,31,13,1806
36663,31,13,531
36664,31,13,3306
36665,31,13,539
36666,31,13,208
36667,31,13,356
36668,31,13,5535
36669,31,13,974
36670,31,13,2062
36671,31,13,4849
36672,31,13,49
36673,31,13,421
36674,31,13,746
36675,31,13,2034
36676,31,13,977
36677,31,13,0
36678,31,13,1529
36679,31,13,897
36680,31,13,4900
36681,31,13,1912
36682,31,13,59
36683,31,13,732
36684,31,13,586
36685,31,13,76
36686,31,13,952
36687,31,13,627
36688,31,13,5
36689,31,13,665
36690,31,13,1419
36691,31,13,234
36692,31,13,213
36693,31,13,63
36694,31,13,1098
36695,31,13,2958
36696,31,13,481
36697,31,13,16509
36698,31,13,9243
36699,31,13,2987
36700,31,13,17349
36701,31,13,10687
36702,31,13,25909
36703,31,13,12081
36704,31,13,1647
36705,31,13,2920
36706,31,13,9541
36707,31,13,7067
36708,31,13,7039
36709,31,13,2866
36710,31,13,5151
36711,31,13,319
36712,31,13,2722
36713,31,13,2331
36714,31,13,2543
36715,31,13,880
36716,31,13,257
36717,31,13,10833
36718,31,13,2175
36719,31,13,1261
36720,31,13,5708
36721,31,13,713
36722,31,13,150
36723,31,13,579
36724,31,13,812
36725,31,13,248
36726,31,13,60
36727,31,13,2242
36728,31,13,880
36729,31,13,347
36730,31,13,2641
36731,31,13,267
36732,31,13,393
36733,31,13,179
36734,31,13,929
36735,31,13,1663
36736,31,13,561
36737,31,13,277
36738,31,13,325
36739,31,13,134
36740,31,13,1757
36741,31,13,1680
36742,31,13,2152
36743,31,13,345
36744,31,13,585
36745,31,13,159
36746,31,13,127
36747,31,13,94
36748,31,13,492
36749,31,13,182
36750,31,13,533
36751,31,13,610
36752,31,13,2707
36753,31,13,1252
36754,31,13,1209
36755,31,13,504
36756,31,13,413
36757,31,13,253
36758,31,13,260
36759,31,13,915
36760,31,13,941
36761,31,13,811
36762,31,13,137
36763,31,13,157
36764,31,13,527
36765,31,13,163
36766,31,13,197
36767,31,13,1131
36768,31,13,1944
36769,31,13,422
36770,31,13,521
36771,31,13,489
36772,31,13,942
36773,31,13,893
36774,31,13,1496
36775,31,13,1789
36776,31,13,351
36777,31,13,222
36778,31,13,241
36779,31,13,647
36780,31,13,679
36781,31,13,109
36782,31,13,135
36783,31,13,2371
36784,31,13,917
36785,31,13,277
36786,31,13,426
36787,31,13,674
36788,31,13,1089
36789,31,13,194
36790,31,13,437
36791,31,13,549
36792,31,13,5363
36793,31,13,545
36794,31,13,4162
36795,31,13,198
36796,31,13,225
36797,31,13,91
36798,31,13,253
36799,31,13,948
36800,31,13,316
36801,31,13,1417
36802,31,13,436
36803,31,13,800
36804,31,13,1798
36805,31,13,1375
36806,31,13,314
36807,31,13,770
36808,31,13,175
36809,31,13,1558
36810,31,13,984
36811,31,13,140
36812,31,13,1688
36813,31,13,1405
36814,31,13,1757
36815,31,13,2313
36816,31,13,8255
36817,31,13,824
36818,31,13,6104
36819,31,13,839
36820,31,13,1150
36821,31,13,126
36822,31,13,332
36823,31,13,419
36824,31,13,168
36825,31,13,419
36826,31,13,42
36827,31,13,479
36828,31,13,5480
36829,31,13,102
36830,31,13,2134
36831,31,13,2173
36832,31,13,2165
36833,31,13,1239
36834,31,13,1871
36835,31,13,0
36836,31,13,458
36837,31,13,953
36838,31,13,405
36839,31,13,630
36840,31,13,1953
36841,31,13,333
36842,31,13,642
36843,31,13,1320
36844,31,13,109
36845,31,13,4780
36846,31,13,956
36847,31,13,668
36848,31,13,534
36849,31,13,146
36850,31,13,745
36851,31,13,3794
36852,31,13,325
36853,31,13,336
36854,31,13,386
36855,31,13,385
36856,31,13,5592
36857,31,13,1750
36858,31,13,645
36859,31,13,443
36860,31,13,496
36861,31,13,1425
36862,31,13,818
36863,31,13,4457
36864,31,13,784
36865,31,13,32739
36866,31,13,153
36867,31,13,487
36868,31,13,5548
36869,31,13,717
36870,31,13,3252
36871,31,13,43
36872,31,13,531
36873,31,13,1863
36874,31,13,1890
36875,31,13,30
36876,31,13,852
36877,31,13,56
36878,31,13,185
36879,31,13,459
36880,31,13,1322
36881,31,13,1259
36882,31,13,985
36883,31,13,2004
36884,31,13,409
36885,31,13,1228
36886,31,13,354
36887,31,13,247
36888,31,13,961
36889,31,13,77
36890,31,13,407
36891,31,13,694
36892,31,13,374
36893,31,13,101
36894,31,13,993
36895,31,13,7254
36896,31,13,13558
36897,31,13,8450
36898,31,13,932
36899,31,13,3824
36900,31,13,591
36901,31,13,153
36902,31,13,462
36903,31,13,50
36904,31,13,374
36905,31,13,1575
36906,31,13,1231
36907,31,13,152
36908,31,13,1467
36909,31,13,133
36910,31,13,2774
36911,31,13,465
36912,31,13,5459
36913,31,13,814
36914,31,13,322
36915,31,13,3848
36916,31,13,2018
36917,31,13,3249
36918,31,13,327
36919,31,13,307
36920,31,13,1036
36921,31,13,2294
36922,31,13,413
36923,31,13,531
36924,31,13,473
36925,31,13,649
36926,31,13,3569
36927,31,13,181
36928,31,13,1972
36929,31,13,794
36930,31,13,144
36931,31,13,574
36932,31,13,3672
36933,31,13,56
36934,31,13,1553
36935,31,13,220
36936,31,13,134
36937,31,13,0
36938,31,13,820
36939,31,13,1062
36940,31,13,2291
36941,31,13,733
36942,31,13,683
36943,31,13,349
36944,31,13,1650
36945,31,13,3501
36946,31,13,1028
36947,31,13,8569
36948,31,13,1177
36949,31,13,4174
36950,31,13,264
36951,31,13,224
36952,31,13,79
36953,31,13,48
36954,31,13,209
36955,31,13,493
36956,31,13,180
36957,31,13,225
36958,31,13,1416
36959,31,13,153
36960,31,13,81
36961,31,13,135
36962,31,13,152
36963,31,13,214
36964,31,13,834
36965,31,13,167
36966,31,13,138
36967,31,13,53
36968,31,13,217
36969,31,13,75
36970,31,13,773
36971,31,13,638
36972,31,13,29
36973,31,13,181
36974,31,13,194
36975,31,13,112
36976,31,13,412
36977,31,13,257
36978,31,13,198
36979,31,13,2914
36980,31,13,2401
36981,31,13,9405
36982,31,13,1189
36983,31,13,2456
36984,31,13,1742
36985,31,13,76
36986,31,13,3933
36987,31,13,3381
36988,31,13,221
36989,31,13,849
36990,31,13,3805
36991,31,13,1053
36992,31,13,603
36993,31,13,4660
36994,31,13,876
36995,31,13,1276
36996,31,13,316
36997,31,13,1750
36998,31,13,3956
36999,31,13,4493
37000,31,13,3389
37001,31,13,3273
37002,31,13,1733
37003,31,13,1879
37004,31,13,783
37005,31,13,8285
37006,31,13,2249
37007,31,13,13638
37008,31,13,1018
37009,31,13,2150
37010,31,13,155
37011,31,13,67
37012,31,13,805
37013,31,13,454
37014,31,13,220
37015,31,13,36
37016,31,13,1032
37017,31,13,228
37018,31,13,90
37019,31,13,2922
37020,31,13,1643
37021,31,13,3386
37022,31,13,232
37023,31,13,973
37024,31,13,2650
37025,31,13,3332
37026,31,13,931
37027,31,13,206
37028,31,13,1935
37029,31,13,534
37030,31,13,1637
37031,31,13,1832
37032,31,13,4621
37033,31,13,508
37034,31,13,71
37035,31,13,387
37036,31,13,4209
37037,31,13,2228
37038,31,13,225
37039,31,13,1267
37040,31,13,2542
37041,31,13,44
37042,31,13,404
37043,31,13,183
37044,31,13,54
37045,31,13,131
37046,31,13,944
37047,31,13,137
37048,31,13,164
37049,31,13,997
37050,31,13,532
37051,31,13,1570
37052,31,13,292
37053,31,13,2
37054,31,13,427
37055,31,13,270
37056,31,13,337
37057,31,13,5652
37058,31,13,7032
37059,31,13,796
37060,31,13,804
37061,31,13,167
37062,31,13,578
37063,31,13,408
37064,31,13,410
37065,31,13,4053
37066,31,13,295
37067,31,13,258
37068,31,13,321
37069,31,13,398
37070,31,13,132
37071,31,13,1220
37072,31,13,579
37073,31,13,526
37074,31,13,813
37075,31,13,153
37076,31,13,183
37077,31,13,304
37078,31,13,1160
37079,31,13,926
37080,31,13,217
37081,31,13,3768
37082,31,13,242
37083,31,13,1760
37084,31,13,315
37085,31,13,174
37086,31,13,2810
37087,31,13,274
37088,31,13,669
37089,31,13,1498
37090,31,13,147
37091,31,13,277
37092,31,13,1861
37093,31,13,1370
37094,31,13,734
37095,31,13,881
37096,31,13,194
37097,31,13,1056
37098,31,13,742
37099,31,13,10
37100,31,13,16
37101,31,13,1234
37102,31,13,6431
37103,31,13,1426
37104,31,13,83
37105,31,13,41
37106,31,13,4159
37107,31,13,2425
37108,31,13,1372
37109,31,13,26622
37110,31,13,130
37111,31,13,1375
37112,31,13,137
37113,31,13,1919
37114,31,13,496
37115,31,13,170
37116,31,13,2475
37117,31,13,1373
37118,31,13,319
37119,31,13,417
37120,31,13,1477
37121,31,13,9175
37122,31,13,178
37123,31,13,2009
37124,31,13,1201
37125,31,13,1387
37126,31,13,379
37127,31,13,1357
37128,31,13,1559
37129,31,13,372
37130,31,13,262
37131,31,13,603
37132,31,13,782
37133,31,13,1264
37134,31,13,487
37135,31,13,463
37136,31,13,564
37137,31,13,3376
37138,31,13,1900
37139,31,13,768
37140,31,13,9297
37141,31,13,0
37142,31,13,439
37143,31,13,963
37144,31,13,22670
37145,31,13,252
37146,31,13,102
37147,31,13,114
37148,31,13,1164
37149,31,13,137
37150,31,13,208
37151,31,13,2931
37152,31,13,887
37153,31,13,1103
37154,31,13,344
37155,31,13,281
37156,31,13,2224
37157,31,13,348
37158,31,13,2513
37159,31,13,831
37160,31,13,1927
37161,31,13,617
37162,31,13,3507
37163,31,13,5184
37164,31,13,422
37165,31,13,2570
37166,31,13,998
37167,31,13,1209
37168,31,13,2859
37169,31,13,1274
37170,31,13,423
37171,31,13,541
37172,31,13,155
37173,31,13,382
37174,31,13,76
37175,31,13,250
37176,31,13,339
37177,31,13,264
37178,31,13,443
37179,31,13,143
37180,31,13,251
37181,31,13,175
37182,31,13,216
37183,31,13,280
37184,31,13,138
37185,31,13,637
37186,31,13,920
37187,31,13,152
37188,31,13,713
37189,31,13,1265
37190,31,13,171
37191,31,13,157
37192,31,13,1658
37193,31,13,1047
37194,31,13,30
37195,31,13,414
37196,31,13,1329
